Instance,Algorithm,Improvement_Time,DCI,Distribution Metric (DM),Hypevolume (Monte Carlo),PCI,PF-Share,Spacing,Spread
a3_o80_m10_an10_ar9_reduced,PSA,253.03,0.1845238095238095,0.6650717797829133,0.2933898391040833,0.3834279517718889,6.2015503875969,0.18397632104979753,0.5947515153723989
a3_o80_m10_an10_ar9_reduced,DBSA,43.9,0.9702380952380951,0.21238610081053433,0.6957944008104073,0.0570093815805716,93.7984496124031,0.07396551906192174,0.6295944678276068
a5_o96_m10_an10_ar10_reduced,PSA,183.81,0.4113924050632912,0.2461760489573156,0.23102372567201854,0.2546859607651163,14.798206278026907,0.09329129645796151,0.6536588084183795
a5_o96_m10_an10_ar10_reduced,DBSA,40.45,0.8776371308016879,0.1546480390794455,0.33319822472781657,0.10722103756966314,85.20179372197309,0.05475434276295352,0.5812669918726959
a10_o107_m5_an57_ar12,PSA,155.62,0.24853801169590642,1.1844137654530225,0.7498514652636429,0.07254221147511852,18.51851851851852,0.0877035733172553,0.433283046121184
a10_o107_m5_an57_ar12,DBSA,39.28,0.7573099415204678,0.15456324407027197,0.3243316653658916,0.3517407316974426,81.48148148148148,0.06113382503291682,0.6578947368421052
a10_o114_m6_an57_ar11,PSA,264.19,0.3305084745762712,1.1266283821826897,0.7271650812130585,0.05186894112081289,33.62068965517241,0.20725729035314386,0.798410228301689
a10_o114_m6_an57_ar11,DBSA,53.63,0.8347457627118644,0.145131834778614,0.37128047243465756,0.127940057530073,66.37931034482759,0.07800445809472988,0.9347762385795105
a10_o128_m6_an51_ar13,PSA,214.79,0.42597087378640774,0.3719339252939027,0.007858752130944384,0.15892075548696652,35.11904761904761,0.08463951547878606,0.9880460996472321
a10_o128_m6_an51_ar13,DBSA,47.15,0.75,0.2569214223864737,0.007590718292917632,0.2437403463853999,64.88095238095238,0.0503623821634076,0.8921192547363608
a10_o144_m6_an53_ar12,PSA,171.13,0.7052631578947368,0.3086365922272233,0.5533183338689068,0.12659480892081287,39.58333333333333,0.06872864595181637,0.5353828894125975
a10_o144_m6_an53_ar12,DBSA,35.23,0.7754385964912281,0.14127739428493666,0.5033246624001569,0.2815719124391681,60.416666666666664,0.056839004765818324,0.6460872685608111
a15_o170_m9_an80_ar18,PSA,338.99,0.5092592592592593,0.2327032843635545,0.4725758205017279,0.06274813565566043,33.23353293413174,0.08533095770004434,0.9059576029288097
a15_o170_m9_an80_ar18,DBSA,87.02,0.7442129629629629,0.16780867449734324,0.002733945147872876,0.35900133462184086,66.76646706586826,0.05355523921638905,0.8192110630805102
a20_o236_m12_an106_ar24,PSA,629.6,0.685068093385214,0.08265636851740803,0.15538457658086896,0.09314225376795256,22.07792207792208,0.06262179926873165,0.9761904761904762
a20_o236_m12_an106_ar24,DBSA,139.14,0.8565175097276264,0.06627540361306887,0.08375521370659962,0.1749623359223236,77.92207792207793,0.04556021568684135,0.7928898721652106
a25_o306_m13_an127_ar31,PSA,861.64,0.5226315789473684,0.08137314807289735,0.16414392240758324,0.11198357603462819,18.190004502476363,0.053759066343785245,0.9642065318074521
a25_o306_m13_an127_ar31,DBSA,234.09,0.8357894736842105,0.050109446723957105,0.07190811806581716,0.24890560750242233,81.80999549752363,0.03401889055804866,0.7874745071116133
a30_o355_m18_an148_ar42,PSA,867.81,0.685064935064935,0.13695454202564997,0.16552697701180127,0.08039161170660454,25.371828521434818,0.049610465611623376,0.8884761633844024
a30_o355_m18_an148_ar42,DBSA,270.61,0.8051948051948052,0.08042278603462201,0.04342148176033391,0.2626026445781768,74.62817147856518,0.03576629026108972,0.8115495269164585
a40_o476_m22_an215_ar51,PSA,1331.66,0.4730603448275862,0.0990085028432452,0.0022729269464668612,0.15195790219033864,29.00683131897005,0.02511186708209129,0.9085533295887162
a40_o476_m22_an215_ar51,DBSA,530.26,0.5651939655172413,0.10289252317404474,0.014902681394287439,0.36972433006358313,70.99316868102996,0.02329959870941787,0.6635355602025029
a50_o578_m28_an276_ar66,PSA,1859.18,0.6008403361344538,0.07165541559419845,0.06036122032362467,0.12311018668362966,27.165499447106523,0.02885539438873453,0.8738777586512098
a50_o578_m28_an276_ar66,DBSA,762.75,0.8252801120448179,0.05433453544352996,0.06309516547149754,0.19107160309427873,72.83450055289347,0.023625727181953573,0.710595803152246
